Number Owned,Card Name,Premium,Set Number,Card Number
1,Betray the Cause,Yes,4,234
5,Grimy Alp-luachra,No,4,235
1,Grimy Alp-luachra,Yes,4,235
5,Lethrai Bladewhirl,No,4,236
1,Lethrai Bladewhirl,Yes,4,236
4,The End is Near,No,4,237
6,Cut Ties,No,4,238
4,End of the Line,No,4,239
1,Umbren Occluder,No,4,240
4,Magus of Celerity,No,4,241
4,Recombobulate,No,4,242
4,Crest of Glory,No,4,243
4,Bulletshaper,No,4,244
4,Ijin's Choice,No,4,245
4,"Rizahn, Greatbow Master",No,4,246
4,Crest of Progress,No,4,247
4,"Alessi, Combrei Archmage",No,4,248
2,Sword of Unity,No,4,249
4,Siraf's Choice,No,4,250
3,"Derry Cathain, Ripclaw Rider",No,4,251
5,Cirso's Choice,No,4,252
2,Cirso's Choice,Yes,4,252
4,Crest of Order,No,4,253
4,Linebreaker's Shield,No,4,254
4,Long Live the Queen,No,4,255
4,Unfinished Business,No,4,256
4,Knight of Sorrow,No,4,257
4,"Crunch, the Hoarder",No,4,258
4,Bloodthirsty Brawler,No,4,259
1,"Crill, Merciless Pillager",No,4,260
1,"Crill, Merciless Pillager",Yes,4,260
4,Rindra's Choice,No,4,261
1,Rindra's Choice,Yes,4,261
4,Ancient of the Ice Caves,No,4,262
4,Stonescar Pickaxe,No,4,263
4,Jekk's Choice,No,4,264
4,"Jekk, Lone Gun",No,4,265
4,Crest of Mystery,No,4,266
4,Preserver of Dualities,No,4,267
4,Siphon Vitality,No,4,268
4,Unraveler of Destinies,No,4,269
2,Cirso's Cleaver,No,4,270
4,Chairman's Contract,No,4,271
4,Alchemist's Concoction,No,4,272
4,Veteran Strategist,No,4,273
2,Veteran Strategist,Yes,4,273
5,Petition,No,4,274
4,Petition,Yes,4,274
4,Recon Tower,No,4,275
4,Disrupt,No,4,276
2,Disrupt,Yes,4,276
4,Mask Maker,No,4,277
4,Momentum Builder,No,4,278
4,Rotorcycle,No,4,279
2,Rotorcycle,Yes,4,279
4,"Wyatt, Junk Collector",No,4,306
1,Genetrix Irel IV,No,4,307
4,"Tamarys, the Geomancer",No,4,308
4,"Caiphus, Wandering King",No,4,309
4,"Yushkov, the Usurper",No,4,310
4,Melt Down,No,5,1
4,Bottoms Up,No,5,2
4,Cautious Traveler,No,5,3
4,Research Assistant,No,5,4
4,Softfoot Burglar,No,5,5
1,Softfoot Burglar,Yes,5,5
4,Urn of Choking Embers,No,5,6
2,Urn of Choking Embers,Yes,5,6
5,Conflagrate,No,5,7
4,Firemane Lioness,No,5,8
1,Firemane Lioness,Yes,5,8
4,Notorious Scoundrel,No,5,9
4,Oni Forgemaster,No,5,10
1,Oni Forgemaster,Yes,5,10
4,Plunder,No,5,11
1,Plunder,Yes,5,11
4,Flametail Whip,No,5,12
5,Dune Painter,No,5,13
6,Fireheart Recruit,No,5,14
5,Grandfather's Axe,No,5,15
5,Lazy Firemane,No,5,16
1,Lazy Firemane,Yes,5,16
1,"Nika, the Freescaler",No,5,17
4,Phoenix Stone,No,5,18
4,Shiftstone Processor,No,5,19
1,Flamebrewer,No,5,20
3,Bladerang,No,5,21
4,Gilded Flames,No,5,22
4,Gilded Flames,Yes,5,22
4,Hardsight Cyclops,No,5,23
4,Ruckus Rouser,No,5,24
4,Shingane Firebrand,No,5,25
4,Siege Breaker,No,5,26
2,Siege Breaker,Yes,5,26
5,Spitfire,No,5,27
4,Surveilor,No,5,28
4,Ashen Snakepit,No,5,29
4,Hordeleader,No,5,30
1,Hordeleader,Yes,5,30
4,Shingane Forge,No,5,31
4,Shingane Forge,Yes,5,31
4,Phoenix Hammer,No,5,32
4,Shingane Captain,No,5,33
4,Sunscorched Elemental,No,5,34
5,Forgeborn,No,5,35
4,Xo of the Endless Hoard,No,5,36
4,Magmatic Sentinel,No,5,37
2,Magmatic Sentinel,Yes,5,37
5,Unearth the Past,No,5,38
1,Unearth the Past,Yes,5,38
4,Be Gone,No,5,39
1,Be Gone,Yes,5,39
4,Crested Runt,No,5,40
4,Araktodon Egg,No,5,41
4,Scorpion,No,5,42
1,Scorpion,Yes,5,42
4,Bazaar Trickster,No,5,43
5,Dissociate,No,5,44
5,Locust,No,5,45
1,Locust,Yes,5,45
5,Packbeast,No,5,46
2,Packbeast,Yes,5,46
4,Porcelain Mask,No,5,47
4,Resolute Monk,No,5,48
5,Sustaining Harp,No,5,49
1,Sustaining Harp,Yes,5,49
4,Vapor Hut,No,5,50
4,Antique Polisher,No,5,51
4,Awaken the Ages,No,5,52
4,Mesmerized Moth,No,5,53
4,Sandcrawler,No,5,54
4,Unraveling Fanatic,No,5,55
4,The Praxis Arcanum,No,5,56
2,"Cykalis, the Burning Sand",No,5,57
4,Eternity Core,No,5,58
4,Maddening Whisper,No,5,59
4,Pompous Historian,No,5,60
5,Sirocco Glider,No,5,61
1,Sirocco Glider,Yes,5,61
4,Temple Artisan,No,5,62
1,Temple Artisan,Yes,5,62
2,Thrashing Dune Wurm,No,5,63
4,Twinfang Cobra,No,5,64
1,Twinfang Cobra,Yes,5,64
5,Ancient Excavator,No,5,65
1,Ancient Excavator,Yes,5,65
4,Confiscate,No,5,66
4,Infused Guardian,No,5,67
1,Infused Guardian,Yes,5,67
4,Moonstone Vanguard,No,5,68
4,Etched Monolith,No,5,69
5,Powerbreach Sentinel,No,5,70
2,Powerbreach Sentinel,Yes,5,70
4,Temple Captain,No,5,71
2,"Ravid, Insect Master",No,5,72
5,Runic Protector,No,5,73
4,Pit of Lenekta,No,5,74
4,Endure,No,5,75
1,Endure,Yes,5,75
4,Adjudicator's Gavel,No,5,76
4,Defiance,No,5,77
5,Oni Samurai,No,5,78
2,Oni Samurai,Yes,5,78
4,Svetya's Bravery,No,5,79
5,Unmoored Valkyrie,No,5,80
4,Axe Sharpener,No,5,81
4,Barrel Through,No,5,82
1,Barrel Through,Yes,5,82
4,Chancellor's Horn,No,5,83
2,Chancellor's Horn,Yes,5,83
5,Fall Short,No,5,84
4,Golem Press,No,5,85
4,"Hojan, Crownbreaker",No,5,86
4,Kosul Diplomat,No,5,87
2,Kosul Diplomat,Yes,5,87
4,Fur Hat,No,5,88
4,"Kemmo, Ijin's Apprentice",No,5,89
4,Kosul Elite,No,5,90
4,Kosul Recruit,No,5,91
4,Rotorsmith,No,5,92
1,Rotorsmith,Yes,5,92
4,Siraf's Beacon,No,5,93
2,Siraf's Beacon,Yes,5,93
5,Steel-Eyed Pistoleer,No,5,94
2,Steel-Eyed Pistoleer,Yes,5,94
4,Avigraft,No,5,95
5,Aerial Spotter,No,5,96
4,Auric Weaponsmith,No,5,97
1,Auric Weaponsmith,Yes,5,97
4,Imperial Loyalist,No,5,98
4,Loyal Falcon,No,5,99
4,Pistolwhip,No,5,100
4,Rallying Banner,No,5,102
1,Rallying Banner,Yes,5,102
5,Broken Wing Brawler,No,5,103
1,Broken Wing Brawler,Yes,5,103
4,Warband Skald,No,5,104
4,Crownwatch Captain,No,5,105
4,Defender's Bulwark,No,5,106
4,New Order Watchwing,No,5,107
4,Oathkeeper's Hammer,No,5,108
2,Oathkeeper's Hammer,Yes,5,108
3,Martyr's Chains,No,5,110
4,Savior of the Meek,No,5,111
4,Steely Resolve,No,5,112
4,Crystal Dirk,No,5,113
2,Crystal Dirk,Yes,5,113
4,Frostwave,No,5,114
4,Mischief Yeti,No,5,115
1,Mischief Yeti,Yes,5,115
4,Pitfall Trap,No,5,116
4,Savagery,No,5,117
1,Savagery,Yes,5,117
4,Stormtamer Operative,No,5,118
6,Frost Talisman,No,5,119
4,Master Cartographer,No,5,120
1,Master Cartographer,Yes,5,120
7,Reinforced Tower Shield,No,5,121
2,Reinforced Tower Shield,Yes,5,121
4,Kosul Huntsman,No,5,122
1,Kosul Huntsman,Yes,5,122
4,Parry,No,5,123
2,Snowdrift Delver,No,5,124
5,Wind Cloak,No,5,125
4,Courier Albatross,No,5,126
5,Fledgling Avisaur,No,5,127
4,Glacier Shaper,No,5,128
1,Glacier Shaper,Yes,5,128
3,Shapeshifter's Mask,No,5,129
4,Skycrag Scalebreaker,No,5,130
5,Storm Spiral,No,5,131
4,Lens of Clarity,No,5,132
2,Lens of Clarity,Yes,5,132
1,Clutch of Talons,No,5,133
4,Court Mage,No,5,134
1,Court Mage,Yes,5,134
4,Sudden Schism,No,5,135
1,Sudden Schism,Yes,5,135
4,Rejection,No,5,136
5,Mass Entomancy,No,5,137
4,Reclusive Scholar,No,5,138
4,Shadowlands Borderscout,No,5,139
5,Cliffdiver Mantasaur,No,5,140
1,Cliffdiver Mantasaur,Yes,5,140
4,Elvish Swindler,No,5,141
4,Acantha's Outrider,No,5,142
1,Acantha's Outrider,Yes,5,142
4,Brilliant Idea,No,5,143
4,Snowsculptor,No,5,144
4,Shaluuk Captain,No,5,145
2,Quicksilver Mirror,No,5,146
4,Starved Vorlunk,No,5,147
1,Starved Vorlunk,Yes,5,147
2,"Eilyn, the Rising Storm",No,5,148
4,Borrowed Violence,No,5,149
2,Borrowed Violence,Yes,5,149
4,Cabal Scavenger,No,5,150
4,Direwood Slasher,No,5,151
4,Lethrai Lobotomy,No,5,152
5,Rat Cage,No,5,153
5,Secret Passage,No,5,154
4,Weary Spiteling,No,5,155
4,Blood Quill,No,5,156
1,Blood Quill,Yes,5,156
4,Curator's Spear,No,5,157
2,Curator's Spear,Yes,5,157
5,Heirloom Seeker,No,5,158
4,Kerendon Steward,No,5,159
2,Kerendon Steward,Yes,5,159
4,Mob Rule,No,5,160
2,Mob Rule,Yes,5,160
4,Mournful Deathcap,No,5,161
4,Obliviobot,No,5,162
4,Scavenge,No,5,163
1,"Tavia, Lethrai Raidleader",No,5,164
4,Warlock's Brew,No,5,165
5,Flickerling,No,5,166
4,Mug,No,5,167
4,"Rhysta, Acantha's Herald",No,5,168
1,Dumping Ground,No,5,169
4,Fangs in the Dark,No,5,170
1,Fangs in the Dark,Yes,5,170
4,Governor Sahin,No,5,171
4,Lethrai Intimidator,No,5,172
1,Lethrai Intimidator,Yes,5,172
4,Umbral Edge,No,5,173
4,Consuming Greed,No,5,174
2,Consuming Greed,Yes,5,174
4,Elder Astrologer,No,5,175
4,Eye for an Eye,No,5,176
4,Breathstealer,No,5,177
1,Breathstealer,Yes,5,177
4,Pillar of Dreams,No,5,178
3,Bloodlust,No,5,179
4,Auric Captain,No,5,180
4,Sadistic Glee,No,5,181
4,Dizo's Office,No,5,182
2,Fear Made Flesh,No,5,183
4,Improvised Club,No,5,184
4,"Acantha, the Huntress",No,5,185
1,"Acantha, the Huntress",Yes,5,185
3,"Darya, Warrior Poet",No,5,186
5,Stoneshell Walker,No,5,187
1,Stoneshell Walker,Yes,5,187
4,Penitent Bull,No,5,188
1,Penitent Bull,Yes,5,188
4,Serene Meditant,No,5,189
3,"Aniyah, Arctic Sheriff",No,5,190
7,Gate Guardian,No,5,191
2,Gate Guardian,Yes,5,191
4,Lethrai Hideaway,No,5,192
4,"Zende, the Heart-Binder",No,5,193
4,Clan Huntcaller,No,5,194
4,"Syl, Hand of the Cabal",No,5,195
5,Bear Arms,No,5,196
2,Bear Arms,Yes,5,196
4,Highland Sharpshooter,No,5,197
4,Red Canyon Smuggler,No,5,198
4,"Eaton, Seditious Noble",No,5,199
2,Ijin's Workshop,No,5,200
4,Deadeye,No,5,201
5,Honeypot,No,5,202
1,Honeypot,Yes,5,202
2,Torgov's Trading Post,No,5,203
4,Great Valley Smuggler,No,5,204
4,Colossal Pteriax,No,5,205
4,Bazaar Stampede,No,5,206
1,Bazaar Stampede,Yes,5,206
4,Tunneling Gargantua,No,5,207
5,Lost Scroll,No,5,208
4,Lost Scroll,Yes,5,208
4,Back for More,No,5,209
4,Hidden Road Smuggler,No,5,210
1,Hidden Road Smuggler,Yes,5,210
4,Resilient Wagoneer,No,5,211
4,Howling Kurtarr,No,5,212
3,Regent's Tomb,No,5,213
4,Mighty Strikes,No,5,214
4,Howling Peak Smuggler,No,5,215
1,Howling Peak Smuggler,Yes,5,215
4,Iceberg Shineefinder,No,5,216
1,Iceberg Shineefinder,Yes,5,216
4,Chunk Chunk,No,5,217
4,Burn Them All,No,5,218
3,Howling Peak,No,5,219
4,Howling Peak,No,5,219
4,Howling Peak,Yes,5,219
4,Lethrai Courtier,No,5,220
4,Ebon Dune Smuggler,No,5,221
4,Sadistic Ritualist,No,5,222
4,Dread,No,5,223
3,Xenan Temple,No,5,224
4,Blistersting Claws,No,5,225
4,Token of Honor,No,5,226
1,Token of Honor,Yes,5,226
4,Ixtun Cargo,No,5,227
1,Ixtun Cargo,Yes,5,227
7,Display of Honor,No,5,228
4,Kosul Beastmaster,No,5,229
2,Kosul Beastmaster,Yes,5,229
5,Token of Knowledge,No,5,231
1,Token of Knowledge,Yes,5,231
4,Auralian Cargo,No,5,232
4,Display of Knowledge,No,5,233
1,Display of Knowledge,Yes,5,233
4,Tumbling Sloth,No,5,234
2,Tumbling Sloth,Yes,5,234
4,Talir's Unwinding,No,5,235
4,Token of Ambition,No,5,236
4,Winchest Cargo,No,5,237
4,Blaze,No,5,238
4,Display of Ambition,No,5,239
2,"Brel, Solist Apostate",No,5,240
4,Token of Instinct,No,5,241
1,Token of Instinct,Yes,5,241
4,Jennev Cargo,No,5,242
5,Carnivorous Sauropod,No,5,243
5,Display of Instinct,No,5,244
2,"Zal Chi, Herald of War",No,5,245
4,Token of Vision,No,5,246
4,Kerendon Cargo,No,5,247
4,Bleak Basin Guide,No,5,248
1,Bleak Basin Guide,Yes,5,248
4,Display of Vision,No,5,249
2,"Grinva, Breaker of Will",No,5,250
4,Astromancer's Compass,No,5,251
5,Bannerman,No,5,252
5,Iron Hook,No,5,253
1,Iron Hook,Yes,5,253
4,Makeshift Barrier,No,5,254
5,Replicator Engine,No,5,255
2,Replicator Engine,Yes,5,255
4,Rumbling Contraption,No,5,256
2,Rumbling Contraption,Yes,5,256
1,"Justa, Regglar Jotun",No,5,311
4,Star-Reader Severin,No,5,312
1,"Milos, Unwavering Idealist",No,5,313
1,Cursed Prophet Deleph,No,5,314
1,"Mokhnati, Restored",No,5,315
6,Granite Coin,No,6,1
4,Brenn's Scrying,No,6,2
2,Brenn's Scrying,Yes,6,2
6,Char,No,6,3
1,Char,Yes,6,3
4,Needlespitter,No,6,4
5,Oni Patrol,No,6,5
1,Oni Patrol,Yes,6,5
4,Stonehewer,No,6,6
5,Blurreechaser,No,6,7
2,Blurreechaser,Yes,6,7
4,Cinder Sprite,No,6,8
1,Cinder Sprite,Yes,6,8
4,"Clodagh, Loyal Advisor",No,6,9
5,Daring Maneuver,No,6,10
6,Guns Blazing,No,6,11
5,Horde Duelist,No,6,12
2,Horde Duelist,Yes,6,12
4,Impatient Pyromage,No,6,13
4,Incendiary Slagmite,No,6,14
4,Ruins Guide,No,6,15
4,Slag,No,6,16
5,Stronghold Vandal,No,6,17
6,Zuberi's Longbow,No,6,18
4,Call to Arms,No,6,19
4,Censari Dervish,No,6,20
4,Coverfire Marksman,No,6,21
4,Gold Mine,No,6,22
4,Nimble Conscript,No,6,23
2,Nimble Conscript,Yes,6,23
4,Quake Titan,No,6,24
4,Sizzleback Salamander,No,6,25
1,Sizzleback Salamander,Yes,6,25
4,Streets Aflame,No,6,26
4,Tantrum,No,6,27
1,Furious Compulsion,No,6,28
3,Kaleb's Persuader,No,6,29
4,Kaleb's Sanctum,No,6,30
4,Mining Team,No,6,31
4,Outlaw Ringleader,No,6,32
4,Combustion Brawler,No,6,34
2,Combustion Brawler,Yes,6,34
4,Eclipse Dragon,No,6,35
2,"Ghodan, Undefeated",No,6,36
5,Rallying Sergeant,No,6,37
1,Rallying Sergeant,Yes,6,37
4,Waystone Elemental,No,6,38
3,Blademaster Daimyo,No,6,39
4,Heretic's Cannon,No,6,40
5,Outdraw,No,6,41
1,Aspect of Destruction,No,6,42
1,"Brenn, Archmagister",No,6,43
4,Clan Barracks,No,6,44
1,Clan Barracks,Yes,6,44
4,Twinflame,No,6,45
2,Twinflame,Yes,6,45
4,Amber Coin,No,6,46
1,Amber Coin,Yes,6,46
5,Arcanum Elite,No,6,47
4,Auralian Infestation,No,6,48
4,"Ghar, Master Sandmage",No,6,49
5,Phase Out,No,6,50
2,Phase Out,Yes,6,50
4,Potion of Alacrity,No,6,51
2,Potion of Alacrity,Yes,6,51
4,Adolescent Deathjaw,No,6,52
4,Burdenbearer Wisp,No,6,53
4,Cryptic Master,No,6,54
4,Devotee of the Sands,No,6,55
5,Displaced Oryctodon,No,6,56
4,Glimpse the Possibilities,No,6,57
7,Sudden Stampede,No,6,58
3,Wurm Bait,No,6,59
4,Blink,No,6,60
1,Blink,Yes,6,60
4,Bulbous Humbug,No,6,61
4,Death Pit,No,6,62
6,Expedition Leader,No,6,63
4,"Kimi, Expedition Guide",No,6,64
4,Novice Entomancer,No,6,65
4,Omnivorous Vorlunk,No,6,66
2,Omnivorous Vorlunk,Yes,6,66
4,Patience,No,6,67
4,Perilous Research,No,6,68
4,Quicksilver Ooze,No,6,69
5,Search Party,No,6,70
4,Stillweave Shroud,No,6,71
4,Submerged Titan,No,6,72
5,Swirl the Sands,No,6,73
4,Talir's Sanctum,No,6,74
4,"Tocas, Waystone Harvester",No,6,75
6,Trickster Mage,No,6,76
1,Trickster Mage,Yes,6,76
4,Ancient Clocktower,No,6,77
7,Mute,No,6,78
4,Sauropod Crasher,No,6,79
1,Sauropod Crasher,Yes,6,79
5,Temporal Adept,No,6,80
1,Temporal Adept,Yes,6,80
4,Corrupted Behemoth,No,6,81
5,Horn of Plenty,No,6,82
4,Venomous Mount,No,6,83
4,"Xumucan, the Surveyor",No,6,84
4,Locust Hatcher,No,6,85
4,Refreshing Waters,No,6,86
2,Refreshing Waters,Yes,6,86
4,Tremorshocker,No,6,87
4,Enhanced Excavator,No,6,88
4,Blurred Stygimoloch,No,6,90
1,Blurred Stygimoloch,Yes,6,90
4,Emerald Coin,No,6,91
4,Embargo Officer,No,6,92
4,Flash Grenade,No,6,93
4,Headhunter,No,6,94
4,Heist,No,6,95
4,Warfront Missionary,No,6,96
1,Warfront Missionary,Yes,6,96
4,Isolate,No,6,97
4,"Kira, the Prodigy",No,6,98
4,"Kira, the Prodigy",Yes,6,98
4,Pioneering Aviator,No,6,99
5,Relentless Deadshot,No,6,100
4,Reweave,No,6,101
1,Reweave,Yes,6,101
5,Silver Shortsword,No,6,102
4,"Siraf, Grand Strategist",No,6,103
4,Steadfast Paladin,No,6,104
1,Steadfast Paladin,Yes,6,104
4,Svetya's Faithful,No,6,105
1,Svetya's Faithful,Yes,6,105
4,Touch of Grace,No,6,106
4,Auric Lookout,No,6,107
1,Auric Lookout,Yes,6,107
4,Inner Might,No,6,108
1,Inner Might,Yes,6,108
4,Kemmo's Blueprints,No,6,109
1,Kemmo's Blueprints,Yes,6,109
4,Kosul Bladebarrier,No,6,110
4,Pristine Light,No,6,111
4,Retribution,No,6,112
1,Retribution,Yes,6,112
5,Spellstrike Sorceress,No,6,114
4,Tinker Enervator,No,6,115
5,War Wagon,No,6,116
2,War Wagon,Yes,6,116
4,Copperhall Chancellor,No,6,117
4,High Alert,No,6,118
5,Kosul Curator,No,6,119
3,Kosul Curator,Yes,6,119
4,Minotaur Platemaker,No,6,120
4,Reclaim,No,6,121
1,Reclaim,Yes,6,121
4,Tauride Test Pilot,No,6,122
4,Reinforcements,No,6,123
4,Roosting Warhawk,No,6,124
1,Roosting Warhawk,Yes,6,124
4,"Sediti, the Killing Steel",No,6,125
6,Shieldcrafter,No,6,126
1,Shieldcrafter,Yes,6,126
4,Steel Legion,No,6,127
4,Svetya's Sanctum,No,6,128
4,Twin Sai,No,6,129
1,Twin Sai,Yes,6,129
4,Withstand,No,6,130
1,"Nikos, the Unifier",No,6,131
4,Unseen Ghostblade,No,6,132
2,Unseen Ghostblade,Yes,6,132
4,Valkyrie Accuser,No,6,133
1,Xulta Loyalist,No,6,134
4,Secret Weapon,No,6,135
5,Cobalt Coin,No,6,136
1,Cobalt Coin,Yes,6,136
5,Dinomancy Enthusiast,No,6,137
4,Fend Off,No,6,138
4,Furnish,No,6,139
4,Good Idea at the Time,No,6,140
1,Good Idea at the Time,Yes,6,140
4,Gustrider,No,6,141
4,Spy Glass,No,6,142
4,Swift Refusal,No,6,143
2,Vargo's Pelt,No,6,144
5,Warning Jolt,No,6,145
1,Warning Jolt,Yes,6,145
4,Yeti Bully,No,6,146
1,Yeti Bully,Yes,6,146
4,Avalanche Yeti,No,6,147
1,Avalanche Yeti,Yes,6,147
4,Belligerent Yeti,No,6,148
4,Fledgling Owlet,No,6,149
4,Fledgling Owlet,Yes,6,149
4,Fragility,No,6,150
4,Ice Bolt,No,6,151
4,Ice Bolt,No,6,151
4,Ice Bolt,Yes,6,151
4,Read the Runes,No,6,152
1,Read the Runes,Yes,6,152
4,Re-read,No,6,153
4,Royal Decree,No,6,154
5,Camp Surveyor,No,6,155
2,Camp Surveyor,Yes,6,155
4,Crashing Avalanche,No,6,156
4,Eilyn's Sanctum,No,6,157
4,Frost Elemental,No,6,158
4,"Larai, the Appraiser",No,6,159
4,Lightning Sprite,No,6,160
4,Peaktop Trekker,No,6,161
1,Thudrock's Masterwork,No,6,162
6,Yeti Instigator,No,6,163
1,Yeti Instigator,Yes,6,163
5,Aggressive Ursine,No,6,164
2,Aggressive Ursine,Yes,6,164
4,"Bam, Sneakeepeekee",No,6,165
5,Death from Above,No,6,166
2,Death from Above,Yes,6,166
4,Elder Meditant,No,6,167
1,Elder Meditant,Yes,6,167
4,Innate Conviction,No,6,168
4,Lethrai Soothsayer,No,6,169
4,Murderous Flock,No,6,170
4,Ferocity of Bear,No,6,171
4,Hold Under,No,6,172
1,Hold Under,Yes,6,172
4,Keen Saddleback,No,6,173
1,Mass Polymorph,No,6,174
4,"Rost, the Walking Glacier",No,6,175
4,Cloudsnake Matriarch,No,6,176
4,Diving Pteriax,No,6,177
1,Diving Pteriax,Yes,6,177
4,"Tamarys, Earthshaker",No,6,178
4,Snowmass Jotun,No,6,179
3,Snowmass Jotun,Yes,6,179
4,Terror on the Mountain,No,6,180
5,Amethyst Coin,No,6,181
4,Bloodnurse,No,6,182
1,Bloodnurse,Yes,6,182
4,Boot Knife,No,6,183
4,Muck Crawler,No,6,184
1,Muck Crawler,Yes,6,184
4,Remembrance,No,6,185
5,Spiteful Strike,No,6,186
4,Street Urchin,No,6,187
5,Vicious Rumors,No,6,188
6,Angry Prophet,No,6,189
4,Auric Reclaimer,No,6,190
4,Cabal Repeater,No,6,191
1,Cabal Repeater,Yes,6,191
6,Illicit Armament,No,6,192
4,"Olly, Maniacal Graverobber",No,6,193
5,Stained Honor,No,6,194
1,Stained Honor,Yes,6,194
4,Unchecked Aggression,No,6,195
4,Vizier's Tablet,No,6,196
1,Vizier's Tablet,Yes,6,196
4,Crooked Alleyguide,No,6,197
4,Darkweave Enchantress,No,6,198
1,Darkweave Enchantress,Yes,6,198
4,Death Ripple,No,6,199
4,Gorgon Cutthroat,No,6,200
1,Gorgon Cutthroat,Yes,6,200
4,Lethrai Direbeast,No,6,201
4,"Livia, Hexweaver",No,6,202
2,Sinister Design,No,6,203
4,"Vishni, Lethrai Highblood",No,6,204
4,Bandit's Flail,No,6,205
4,Dizo's Racket,No,6,206
4,Heartstopper,No,6,207
4,Malediction,No,6,208
4,Nullblade,No,6,209
4,Razorquill,No,6,210
4,Umbren Voidbringer,No,6,211
1,Umbren Voidbringer,Yes,6,211
4,Withering Touch,No,6,212
5,Eviscerate,No,6,213
2,Eviscerate,Yes,6,213
6,Fallen Militiaman,No,6,214
4,Fallen Militiaman,Yes,6,214
4,Scarecrow,No,6,215
1,Scarecrow,Yes,6,215
4,Stonescar Outfitter,No,6,216
1,Stonescar Outfitter,Yes,6,216
4,"Tasbu, the Forbidden",No,6,217
2,Unspeakable Torment,No,6,218
5,Wretched Talon,No,6,219
4,Hostile Takeover,No,6,220
5,Hunting Anoura,No,6,221
4,Inevitable Horror,No,6,222
4,Vara's Sanctum,No,6,223
1,Vara's Sanctum,Yes,6,223
4,Winnow,No,6,224
4,Direwood Lurker,No,6,225
5,Praxis Insignia,No,6,226
4,East Annex Smuggler,No,6,227
4,Stonescar Insignia,No,6,228
4,Cen Wastes Smuggler,No,6,229
4,Combrei Insignia,No,6,230
1,Combrei Insignia,Yes,6,230
4,Pearl Abbey Smuggler,No,6,231
4,Hooru Insignia,No,6,232
2,Hooru Insignia,Yes,6,232
4,Rime Conclave Smuggler,No,6,233
4,Feln Insignia,No,6,234
4,Blight Pass Smuggler,No,6,235
4,Seal of Devotion,No,6,236
4,Evenhanded Golem,No,6,237
4,Seek Answers,No,6,238
4,"Jishu, the Burning Brush",Yes,6,316
1,Albon Roa of the Order,No,6,317
4,Albon Roa of the Order,Yes,6,317
4,"Oizio, Adaptive Spy",Yes,6,318
4,Garden of Omens,No,6,319
4,Garden of Omens,Yes,6,319
4,Emblem of Shavka,No,7,1
2,"Akko, Inspired Artist",No,7,2
4,Edict of Shavka,No,7,3
5,Breath of Voprex,No,7,4
3,Breath of Voprex,Yes,7,4
5,Desperate Gambit,No,7,5
2,Desperate Gambit,Yes,7,5
6,Shavka Evangel,No,7,6
4,Shavka Evangel,Yes,7,6
4,Sol's Fury,No,7,7
2,Sol's Fury,Yes,7,7
5,Teething Whelp,No,7,8
1,Teething Whelp,Yes,7,8
6,Warbrush Oni,No,7,9
2,Cozin Darkheart,No,7,10
4,Draconic Ire,No,7,11
4,Dragon Forge,No,7,12
1,Dragon Forge,Yes,7,12
4,Funeral Pyre,No,7,13
2,Funeral Pyre,Yes,7,13
4,Gaudy Showman,No,7,14
4,Magebreaker,No,7,15
4,Razorwire Totemite,No,7,16
1,Razorwire Totemite,Yes,7,16
4,Cindermaw Tota,No,7,17
1,Cindermaw Tota,Yes,7,17
3,"Galai, Shavka's Listener",No,7,18
4,Harmony of Flame,No,7,19
1,Harmony of Flame,Yes,7,19
4,Relentless Combatant,No,7,20
1,Relentless Combatant,Yes,7,20
4,Tota Colony,No,7,21
1,Tota Colony,Yes,7,21
4,Warhorn,No,7,22
4,Burning Claw,No,7,23
5,Dramatic Exit,No,7,24
1,Dramatic Exit,Yes,7,24
4,Flamekeeper,No,7,25
1,Flamekeeper,Yes,7,25
5,Living Mountain,No,7,26
4,Slayer's Edge,No,7,27
1,Slayer's Edge,Yes,7,27
4,Skyfire Hellkite,No,7,28
4,Stonesmelt Dragon,No,7,29
1,Stonesmelt Dragon,Yes,7,29
3,Spear of the Dying Sun,No,7,30
4,Emblem of Grodov,No,7,31
4,Reap,No,7,32
1,Reap,Yes,7,32
4,Ardent Convert,No,7,33
4,Ark of Sol,No,7,34
4,Aspirant's Robes,No,7,35
4,Borderlands Lookout,No,7,36
2,Borderlands Lookout,Yes,7,36
5,Mettle,No,7,37
1,Mettle,Yes,7,37
4,Xultan Brushfang,No,7,38
5,Chant to Grodov,No,7,39
1,Chant to Grodov,Yes,7,39
4,Grodov Evangel,No,7,40
1,Grodov Evangel,Yes,7,40
4,High Prophet of Sol,No,7,41
1,High Prophet of Sol,Yes,7,41
4,Snapping Hydrangea,No,7,42
5,Spiketail Qirin,No,7,43
1,Spiketail Qirin,Yes,7,43
4,Unmake,No,7,44
1,Unmake,Yes,7,44
4,Eager Offering,No,7,45
5,Edict of Grodov,No,7,46
4,"Gnash, Unrelenting",No,7,47
5,Proselytize,No,7,48
1,Proselytize,Yes,7,48
4,Swaying Sea Qirin,No,7,49
1,Swaying Sea Qirin,Yes,7,49
4,Wilderness Refuge,No,7,50
1,Wilderness Refuge,Yes,7,50
5,Cult Recruiter,No,7,51
4,Waystone Fragment,No,7,52
4,"Woda, Grodov's Listener",No,7,53
4,Anthem of Grodov,No,7,54
4,Vinepetal Creeper,No,7,55
